scorer,filename,courtship_score,confidence_score,folder
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0017_arena_3_20250307_173909_450.jpg,0.20,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0017_arena_4_20250307_173909_450.jpg,0.79,0.51,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0017_arena_5_20250307_173909_450.jpg,0.24,0.50,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0017_arena_6_20250307_173909_450.jpg,0.90,0.88,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_1_20250307_173910_690.jpg,0.88,0.61,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_2_20250307_173910_690.jpg,0.74,0.78,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_3_20250307_173910_690.jpg,0.31,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_4_20250307_173910_690.jpg,0.80,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_5_20250307_173910_690.jpg,0.67,0.03,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_6_20250307_173910_690.jpg,0.98,0.95,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_1_20250307_173911_877.jpg,0.95,0.78,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_2_20250307_173911_877.jpg,0.83,0.68,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_3_20250307_173911_877.jpg,0.20,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_4_20250307_173911_877.jpg,0.61,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_5_20250307_173911_877.jpg,0.90,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_6_20250307_173911_877.jpg,0.89,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_1_20250307_173913_004.jpg,0.89,0.89,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_2_20250307_173913_004.jpg,0.79,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_3_20250307_173913_004.jpg,0.11,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_4_20250307_173913_004.jpg,0.80,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_5_20250307_173913_004.jpg,0.98,0.97,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_6_20250307_173913_004.jpg,0.95,0.99,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_1_20250307_173914_134.jpg,0.90,0.65,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_2_20250307_173914_134.jpg,0.92,0.76,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_3_20250307_173914_134.jpg,0.63,0.63,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_4_20250307_173914_134.jpg,0.89,0.86,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_5_20250307_173914_134.jpg,0.89,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_6_20250307_173914_134.jpg,0.51,0.64,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_1_20250307_173915_296.jpg,0.89,0.86,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_2_20250307_173915_296.jpg,0.81,0.79,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_3_20250307_173915_296.jpg,0.15,0.68,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_4_20250307_173915_296.jpg,0.80,0.73,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_5_20250307_173915_296.jpg,0.91,0.90,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_6_20250307_173915_296.jpg,0.20,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_1_20250307_173916_459.jpg,0.89,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_2_20250307_173916_459.jpg,0.71,0.69,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_3_20250307_173916_459.jpg,0.49,0.62,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_4_20250307_173916_459.jpg,0.70,0.73,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_5_20250307_173916_459.jpg,0.76,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_6_20250307_173916_459.jpg,0.84,0.63,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_1_20250307_173917_755.jpg,0.93,0.91,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_2_20250307_173917_755.jpg,0.52,0.51,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_3_20250307_173917_755.jpg,0.29,0.65,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_4_20250307_173917_755.jpg,0.72,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_5_20250307_173917_755.jpg,0.89,0.79,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0024_arena_6_20250307_173917_755.jpg,0.87,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_1_20250307_173918_880.jpg,0.80,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_2_20250307_173918_880.jpg,0.51,0.49,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_3_20250307_173918_880.jpg,0.31,0.30,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_4_20250307_173918_880.jpg,0.79,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_5_20250307_173918_880.jpg,0.20,0.41,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_6_20250307_173918_880.jpg,0.79,0.73,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_1_20250307_173919_990.jpg,0.79,0.79,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_2_20250307_173919_990.jpg,0.79,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_3_20250307_173919_990.jpg,0.21,0.61,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_4_20250307_173919_990.jpg,0.21,0.64,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_5_20250307_173919_990.jpg,0.97,0.96,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_6_20250307_173919_990.jpg,0.49,0.02,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_1_20250307_173921_092.jpg,0.89,0.61,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_2_20250307_173921_092.jpg,0.89,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_3_20250307_173921_092.jpg,0.24,0.61,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_4_20250307_173921_092.jpg,0.50,0.61,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_5_20250307_173921_092.jpg,0.80,0.68,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_6_20250307_173921_092.jpg,0.49,0.03,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_1_20250307_173922_184.jpg,0.81,0.60,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_2_20250307_173922_184.jpg,0.91,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_3_20250307_173922_184.jpg,0.31,0.50,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_4_20250307_173922_184.jpg,0.87,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_5_20250307_173922_184.jpg,0.51,0.50,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_6_20250307_173922_184.jpg,0.85,0.68,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_1_20250307_173923_481.jpg,0.82,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_2_20250307_173923_481.jpg,0.85,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_3_20250307_173923_481.jpg,0.18,0.39,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_4_20250307_173923_481.jpg,0.84,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_5_20250307_173923_481.jpg,0.83,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0029_arena_6_20250307_173923_481.jpg,0.85,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_1_20250307_173924_580.jpg,0.85,0.75,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_2_20250307_173924_580.jpg,0.31,0.60,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_3_20250307_173924_580.jpg,0.13,0.63,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_4_20250307_173924_580.jpg,0.78,0.62,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_5_20250307_173924_580.jpg,0.86,0.79,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_6_20250307_173924_580.jpg,0.86,0.73,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_1_20250307_173925_712.jpg,0.86,0.76,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_2_20250307_173925_712.jpg,0.85,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_3_20250307_173925_712.jpg,0.50,0.50,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_4_20250307_173925_712.jpg,0.72,0.62,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_5_20250307_173925_712.jpg,0.83,0.76,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_6_20250307_173925_712.jpg,0.86,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_1_20250307_173926_810.jpg,0.51,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_2_20250307_173926_810.jpg,0.50,0.52,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_3_20250307_173926_810.jpg,0.11,0.60,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_4_20250307_173926_810.jpg,0.79,0.71,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_5_20250307_173926_810.jpg,0.79,0.72,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_6_20250307_173926_810.jpg,0.81,0.44,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_1_20250307_173927_913.jpg,0.87,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_2_20250307_173927_913.jpg,0.95,0.93,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_3_20250307_173927_913.jpg,0.15,0.66,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_4_20250307_173927_913.jpg,0.80,0.79,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_5_20250307_173927_913.jpg,0.83,0.81,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
